Lead Dates,Initial Referral Source,Anticipated Start,Month of Created Date,Primary State/Province,Primary City,Primary Zip/Postal Code,Inquired,Applied,Admitted,Confirmed ,Enrolled
Not,HBSN,Fall 2019,Sep-18,Connecticut,Sandy Hook,6482,2,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Connecticut,W Hartford,6107,2,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,Brunswick,4011,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,Detroit,4929,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,Kittery,3904,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,Lovell,4051,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,Orono,04469-5759,1,1,1,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,Pittsfield,04967-4565,1,1,0,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,Portland,4103,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,Saco,04072-2189,1,1,1,1,0
Not,HBSN,Fall 2019,Sep-18,Maine,Saco,04072-2456,1,1,1,1,1
Not,HBSN,Fall 2019,Sep-18,Maine,Saco,04072-2727,1,1,1,1,1
Not,HBSN,Fall 2019,Sep-18,Maine,Saco,04072-2913,1,1,1,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,Scarborough,04074-8277,1,1,1,1,1
Not,HBSN,Fall 2019,Sep-18,Maine,Scarborough,04074-9361,1,1,1,1,1
Not,HBSN,Fall 2019,Sep-18,Maine,Sebec,4481,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,South Portland,4106,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Maine,Westbrook,4092,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Andover,1810,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Beverly,1915,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Boston,2127,2,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Brewster,2631,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Centerville,2632,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Chilmark,2535,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Danvers,1923,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Dorchester,02125-2570,1,1,1,1,1
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Dudley,01571-6034,1,1,1,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Gloucester,1930,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Hanover,2339,2,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Lawrence,1841,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Malden,2148,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Middleton,01949-2269,1,1,1,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Needham,2492,2,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,North Attleboro,02760-6506,1,1,1,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Northborough,1532,2,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Norwood,2062,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Osterville,2655,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Salem,1970,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Saugus,1906,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Shrewsbury,1545,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Topsfield,1983,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Walpole,2081,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Wellesley,2482,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Westborough,1581,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Massachusetts,Wilbraham,1095,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New Hampshire,Hudson,3051,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New Hampshire,Londonderry,3053,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New Hampshire,Pelham,3076,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New Jersey,Montclair,07043-1202,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New Jersey,Ringoes,8551,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New Jersey,Stanhope,07874-2707,1,1,0,0,0
Not,HBSN,Fall 2019,Sep-18,New Jersey,Westwood,7675,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New York,Bayport,11705,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New York,Carmel,10512,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New York,Crompond,10517,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New York,Garden City,11530,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New York,Pearl River,10965,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New York,Pulaski,13142,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New York,Saratoga Springs,12866,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,New York,Smithtown,11787,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Vermont,Gaysville,5746,1,0,0,0,0
Not,HBSN,Fall 2019,Sep-18,Vermont,South Londonderry,5155,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,,,,2,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,,Lowell,1851,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,,Westbrook,6498,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Connecticut,East Hampton,06424-6615,1,1,1,1,0
Not,HBSN,Fall 2019,Oct-18,Connecticut,Fairfield,6825,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Connecticut,New Milford,6776,2,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Connecticut,Newtown,06470-1123,1,1,0,0,0
Not,HBSN,Fall 2019,Oct-18,Connecticut,Norwich,6360,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Connecticut,Redding,6896,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Connecticut,Rocky Hill,6067,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Connecticut,Stamford,06902-4105,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Connecticut,Vernon Rockville,06066-4133,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Connecticut,Wallingford,6492,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Maine,Arundel,04046-7741,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Maine,Gorham,04038-2052,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Maine,Portland,04102-3023,1,1,1,1,1
Not,HBSN,Fall 2019,Oct-18,Maine,Portland,04103-1009,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Maine,Saco,04072-1636,1,1,1,1,1
Not,HBSN,Fall 2019,Oct-18,Maine,Saco,04072-1911,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Maine,Saco,04072-2624,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Maine,Saco,04072-9377,1,1,1,1,0
Not,HBSN,Fall 2019,Oct-18,Maine,Saco,04072-9761,1,1,1,1,1
Not,HBSN,Fall 2019,Oct-18,Maine,Sedgwick,4676,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Maine,South Portland,4106,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Maine,York,3909,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Ashburnham,1430,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Boston,2124,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Boston,2125,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Boston,02118-1708,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Braintree,2184,5,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Brewster,2631,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Brighton,2135,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Brookline,2445,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Cohasset,2025,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Fall River,2721,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Foxboro,2035,3,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Gloucester,01930-2335,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Harwich,2645,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Hyannis,2601,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Leominster,1453,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Marblehead,01945-1594,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Mattapan,02126-3155,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Middleboro,02346-3014,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Middleton,1949,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Middleton,01949-2223,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Newton,2458,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,North Andover,1845,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,North Attleboro,2760,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Paxton,1612,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Peabody,1960,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Pembroke,2359,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Rochester,02770-1318,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Salem,01970-3234,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Sandwich,2563,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Saugus,1906,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Shrewsbury,1545,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Tewksbury,01876-1008,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Wayland,1778,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,West Townsend,1474,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Massachusetts,Worcester,1603,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,New Hampshire,Brookline,3033,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,New Hampshire,Concord,3301,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,New Hampshire,Exeter,3833,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,New Hampshire,Wolfeboro,03894-4804,1,1,0,0,0
Not,HBSN,Fall 2019,Oct-18,New Jersey,Cedar Grove,07009-2232,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,New Jersey,Northfield,08225-1721,1,1,1,0,0
Not,HBSN,Fall 2019,Oct-18,New Jersey,Somerset,8873,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,New York,Farmingdale,11735,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,New York,Jamaica,11436,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,New York,Kings Park,11754,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,New York,Latham,12110,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,New York,Syracuse,13212,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,New York,Voorheesville,12186,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Vermont,Essex Junction,5452,1,0,0,0,0
Not,HBSN,Fall 2019,Oct-18,Vermont,North Troy,05859-9336,1,1,1,1,0
Not,HBSN,Fall 2019,Oct-18,Vermont,Westford,05494-9663,1,1,1,0,0
Not,HBSN,Fall 2019,Nov-18,Connecticut,Cos Cob,6807,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Connecticut,Thomaston,6787,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Connecticut,Vernon Rockville,06066-2701,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Maine,,4073,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Maine,Boothbay,4537,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Maine,Dayton,04005-7710,1,1,1,1,1
Not,HBSN,Fall 2019,Nov-18,Maine,Dresden,4342,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Maine,East Boothbay,4544,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Maine,Farmington,04938-6823,1,1,0,0,0
Not,HBSN,Fall 2019,Nov-18,Maine,Harpswell,4079,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Maine,Monmouth,4259,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Maine,Portland,04103-1014,1,1,0,0,0
Not,HBSN,Fall 2019,Nov-18,Maine,Portland,04103-3535,1,1,1,1,0
Not,HBSN,Fall 2019,Nov-18,Maine,Portland,04103-3661,1,1,0,0,0
Not,HBSN,Fall 2019,Nov-18,Maine,York,3909,1,1,1,1,1
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Beverly,1915,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Dorchester Center,02124-4124,1,1,0,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Duxbury,2332,2,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Hanover,2339,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Hingham,2043,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Jamaica Plain,2130,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Lynn,1902,2,1,1,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Marblehead,1945,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Middleton,01949-3309,1,1,1,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Milford,1757,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,North Billerica,1862,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Norton,02766-1128,1,1,1,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Shrewsbury,1545,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Massachusetts,Webster,1570,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,New Hampshire,Exeter,3833,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,New Hampshire,Ossipee,03864-0023,1,1,1,0,0
Not,HBSN,Fall 2019,Nov-18,New Hampshire,Portsmouth,03801-7604,1,1,0,0,0
Not,HBSN,Fall 2019,Nov-18,New Hampshire,Sanbornville,3872,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,New Jersey,Brick,08723-6679,1,1,1,0,0
Not,HBSN,Fall 2019,Nov-18,New Jersey,Fanwood,7023,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,New Jersey,West Caldwell,07006-8018,1,1,1,0,0
Not,HBSN,Fall 2019,Nov-18,New Jersey,West Deptford,08086-3150,1,1,1,0,0
Not,HBSN,Fall 2019,Nov-18,New York,Coram,11727,1,0,0,0,0
Not,HBSN,Fall 2019,Nov-18,Vermont,Colchester,05446-7113,1,1,1,0,0
Not,HBSN,Fall 2019,Nov-18,Vermont,Northfield,05663-6303,1,1,1,0,0
Not,HBSN,Fall 2019,Nov-18,Vermont,Sutton,5867,1,0,0,0,0
Not,HBSN,Fall 2019,Dec-18,,Bowdoin,4287,1,0,0,0,0
Not,HBSN,Fall 2019,Dec-18,Connecticut,Bristol,6010,1,0,0,0,0
Not,HBSN,Fall 2019,Dec-18,Connecticut,Mansfield Center,06250-1633,1,1,0,0,0
Not,HBSN,Fall 2019,Dec-18,Maine,Bangor,4401,1,0,0,0,0
Not,HBSN,Fall 2019,Dec-18,Maine,Cape Neddick,3902,1,0,0,0,0
Not,HBSN,Fall 2019,Dec-18,Maine,Kennebunkport,4046,1,0,0,0,0
Not,HBSN,Fall 2019,Dec-18,Maine,Portland,04101-3001,1,1,1,0,0
Not,HBSN,Fall 2019,Dec-18,Massachusetts,Haverhill,1832,1,0,0,0,0
Not,HBSN,Fall 2019,Dec-18,Massachusetts,Lynn,01902-2358,1,1,1,0,0
Not,HBSN,Fall 2019,Dec-18,Massachusetts,Westwood,02090-2953,1,1,1,0,0
Not,HBSN,Fall 2019,Dec-18,New Hampshire,Newmarket,03857-1106,1,1,1,0,0
Not,HBSN,Fall 2019,Dec-18,New Jersey,Vernon,07462-3541,1,1,0,0,0
Not,HBSN,Fall 2019,Jan-19,,,,1,0,0,0,0
Not,HBSN,Fall 2019,Jan-19,,Bowdoin,4287,1,0,0,0,0
Not,HBSN,Fall 2019,Jan-19,Maine,Blue Hill,04614-5974,1,1,1,0,0
Not,HBSN,Fall 2019,Jan-19,Maine,Portland,04103-1055,1,1,1,1,1
Not,HBSN,Fall 2019,Jan-19,Maine,Windham,4062,1,0,0,0,0
Not,HBSN,Fall 2019,Jan-19,Massachusetts,Beverly,1915,1,0,0,0,0
Not,HBSN,Fall 2019,Jan-19,Massachusetts,Boxford,01921-1310,1,1,0,0,0
Not,HBSN,Fall 2019,Jan-19,New Jersey,Montclair,07042-4508,1,1,0,0,0
Not,HBSN,Fall 2019,Feb-19,New York,Valley Cottage,10989,1,0,0,0,0
Not,HBSN,Fall 2019,Feb-19,Vermont,South Burlington,5403,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-16,New Hampshire,Dunbarton,3046,1,0,0,0,0
Not,HBSN,Fall 2020 ,Nov-16,Maine,Topsham,04086-6117,1,1,0,0,0
Not,HBSN,Fall 2020 ,Aug-17,Maine,Portland,04103-2846,1,1,1,0,0
Not,HBSN,Fall 2020 ,Sep-17,Maine,Bowdoin,04287-7437,1,1,1,1,0
Not,HBSN,Fall 2020 ,Sep-17,Vermont,North Springfield,05150-9738,1,1,1,1,0
Not,HBSN,Fall 2020 ,Oct-17,Maine,Portland,04101-3174,1,1,0,0,0
Not,HBSN,Fall 2020 ,Oct-17,Maine,Portland,04103-2840,1,1,1,0,0
Not,HBSN,Fall 2020 ,Oct-17,Maine,South Portland,04106-6857,1,1,1,0,0
Not,HBSN,Fall 2020 ,Jan-18,New Hampshire,Henniker,3242,1,0,0,0,0
Not,HBSN,Fall 2020 ,Feb-18,Maine,Scarborough,04074-8461,1,0,0,0,0
Not,HBSN,Fall 2020 ,Feb-18,Massachusetts,Quincy,2170,1,0,0,0,0
Not,HBSN,Fall 2020 ,Mar-18,Connecticut,Suffield,6078,1,0,0,0,0
Not,HBSN,Fall 2020 ,Mar-18,Maine,Detroit,4929,1,0,0,0,0
Not,HBSN,Fall 2020 ,Mar-18,Maine,Saco,04072-9635,1,1,1,0,0
Not,HBSN,Fall 2020 ,Mar-18,Massachusetts,North Attleboro,2760,1,0,0,0,0
Not,HBSN,Fall 2020 ,Mar-18,Massachusetts,Worcester,1609,1,0,0,0,0
Not,HBSN,Fall 2020 ,Mar-18,New Jersey,Glendora,8029,1,0,0,0,0
Not,HBSN,Fall 2020 ,Mar-18,New York,Saratoga Springs,12866,1,0,0,0,0
Not,HBSN,Fall 2020 ,Mar-18,New York,Webster,14580,1,0,0,0,0
Not,HBSN,Fall 2020 ,Mar-18,Vermont,Worcester,5682,1,0,0,0,0
Not,HBSN,Fall 2020 ,Apr-18,Maine,Sanford,04073-2608,1,0,0,0,0
Not,HBSN,Fall 2020 ,Apr-18,Maine,Windham,04062-5905,1,1,1,0,0
Not,HBSN,Fall 2020 ,May-18,Connecticut,New Milford,06776-2652,1,1,1,0,0
Not,HBSN,Fall 2020 ,May-18,Maine,Freeport,04032-6649,1,1,1,0,0
Not,HBSN,Fall 2020 ,May-18,Maine,Portland,4103,1,0,0,0,0
Not,HBSN,Fall 2020 ,May-18,Maine,Westbrook,04092-2016,1,1,1,0,0
Not,HBSN,Fall 2020 ,May-18,Massachusetts,Hadley,01035-9500,1,1,1,0,0
Not,HBSN,Fall 2020 ,May-18,Massachusetts,Middleton,1949,1,0,0,0,0
Not,HBSN,Fall 2020 ,Jun-18,Maine,Portland,04103-2031,1,1,1,0,0
Not,HBSN,Fall 2020 ,Sep-18,,,,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,,Glastonbury,6033,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,,Nashua,3060,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,Connecticut,East Hartford,6118,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,Maine,Gorham,4038,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,Maine,Lyman,04002-6128,1,1,1,1,0
Not,HBSN,Fall 2020 ,Sep-18,Maine,North Waterboro,04061-4824,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,Maine,York,03909-5851,1,1,1,0,0
Not,HBSN,Fall 2020 ,Sep-18,Massachusetts,Boxford,1921,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,Massachusetts,Hingham,2043,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,New Hampshire,Bow,3304,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,New Hampshire,North Stratford,03590-6408,1,1,1,0,0
Not,HBSN,Fall 2020 ,Sep-18,New Hampshire,Weare,3281,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,New Jersey,Bloomingdale,7403,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,New Jersey,Gillette,7933,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,Vermont,Sharon,5065,1,0,0,0,0
Not,HBSN,Fall 2020 ,Sep-18,Vermont,Sheldon,5483,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,,,,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,,Cambridge,2140,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,Connecticut,Berlin,6037,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,Connecticut,Gales Ferry,6335,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,Connecticut,Hebron,6248,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,Maine,Madison,04950-1347,1,1,1,0,0
Not,HBSN,Fall 2020 ,Oct-18,Maine,Madison,04950-3329,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,Maine,Madison,04950-4033,1,1,1,0,0
Not,HBSN,Fall 2020 ,Oct-18,Maine,Saco,04072-3271,1,1,1,0,0
Not,HBSN,Fall 2020 ,Oct-18,Maine,South Berwick,03908-2116,1,1,1,1,0
Not,HBSN,Fall 2020 ,Oct-18,Massachusetts,Franklin,2038,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,Massachusetts,Mansfield,2048,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,Massachusetts,Methuen,01844-7009,1,1,1,0,0
Not,HBSN,Fall 2020 ,Oct-18,Massachusetts,Springfield,1118,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,New Hampshire,Antrim,3440,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,New Hampshire,Merrimack,3054,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,New Hampshire,New Boston,3070,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,New Hampshire,Rollinsford,3869,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,New Jersey,Monroe Township,08831-3279,1,1,1,0,0
Not,HBSN,Fall 2020 ,Oct-18,New York,Smithtown,11787,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,New York,Webster,14580,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,Vermont,Barre,5641,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,Vermont,Lyndonville,5851,1,0,0,0,0
Not,HBSN,Fall 2020 ,Oct-18,Vermont,Newport Center,5857,1,0,0,0,0
Not,HBSN,Fall 2020 ,Nov-18,,,,1,0,0,0,0
Not,HBSN,Fall 2020 ,Nov-18,Connecticut,Bristol,6010,1,0,0,0,0
Not,HBSN,Fall 2020 ,Nov-18,Connecticut,Niantic,6357,1,0,0,0,0
Not,HBSN,Fall 2020 ,Nov-18,Maine,Portland,04103-1660,1,1,1,0,0
Not,HBSN,Fall 2020 ,Nov-18,Maine,Portland,04103-3014,1,1,1,0,0
Not,HBSN,Fall 2020 ,Nov-18,Maine,South Portland,04106-1814,1,1,1,0,0
Not,HBSN,Fall 2020 ,Nov-18,Maine,York,03909-5870,1,0,0,0,0
Not,HBSN,Fall 2020 ,Nov-18,Massachusetts,Haverhill,1830,1,0,0,0,0
Not,HBSN,Fall 2020 ,Nov-18,Massachusetts,Shirley,1464,1,0,0,0,0
Not,HBSN,Fall 2020 ,Nov-18,Massachusetts,Worcester,1609,1,0,0,0,0
Not,HBSN,Fall 2020 ,Nov-18,New York,Slingerlands,12159,1,0,0,0,0
Not,HBSN,Fall 2020 ,Nov-18,Vermont,North Troy,5859,1,0,0,0,0
Not,HBSN,Fall 2020 ,Dec-18,Connecticut,North Haven,6473,1,0,0,0,0
Not,HBSN,Fall 2020 ,Dec-18,Connecticut,Trumbull,6611,2,0,0,0,0
Not,HBSN,Fall 2020 ,Dec-18,Maine,Arundel,4046,1,1,1,1,0
Not,HBSN,Fall 2020 ,Dec-18,Maine,Saco,4072,1,0,0,0,0
Not,HBSN,Fall 2020 ,Dec-18,Maine,Scarborough,4074,1,0,0,0,0
Not,HBSN,Fall 2020 ,Dec-18,Maine,York,03909-6348,1,1,1,1,0
Not,HBSN,Fall 2020 ,Dec-18,Massachusetts,Hudson,1749,1,0,0,0,0
Not,HBSN,Fall 2020 ,Dec-18,Massachusetts,Middleboro,2346,1,0,0,0,0
Not,HBSN,Fall 2020 ,Dec-18,New Hampshire,Bow,03304-4001,1,0,0,0,0
Not,HBSN,Fall 2020 ,Dec-18,New Hampshire,Hancock,3449,1,0,0,0,0
Not,HBSN,Fall 2020 ,Dec-18,New Jersey,Allendale,7401,1,0,0,0,0
Not,HBSN,Fall 2020 ,Dec-18,New Jersey,Cranford,7016,1,0,0,0,0
Not,HBSN,Fall 2020 ,Jan-19,Connecticut,Darien,6820,1,0,0,0,0
Not,HBSN,Fall 2020 ,Jan-19,Massachusetts,,,1,0,0,0,0
Not,HBSN,Fall 2020 ,Jan-19,Massachusetts,Beverly,01915-1369,1,0,0,0,0
Not,HBSN,Fall 2020 ,Jan-19,Massachusetts,Marshfield,2050,1,0,0,0,0
Not,HBSN,Fall 2020 ,Jan-19,Massachusetts,Sharon,2067,1,0,0,0,0
