Lead Dates,Initial Referral Source,Anticipated Start,Month of Created Date,Primary State/Province,Primary City,Primary Zip/Postal Code,Inquired,Applied,Admitted,Confirmed ,Enrolled
Lead,CPPX,Fall 2017,Oct-16,Alabama,Birmingham,35215,2,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Alabama,Brewton,36426,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Arizona,Phoenix,85051,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,California,Bakersfield,93312,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,California,Baldwin Park,91706,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,California,Fresno,93705,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,California,Lawndale,90260,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,California,Menifee,92584,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Connecticut,East Hartford,6118,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Connecticut,Manchester,6040,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Connecticut,Shelton,6484,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Delaware,New Castle,19720,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Florida,Boca Raton,33428,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Florida,Debary,32753,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Florida,Fleming Island,32003-7205,1,1,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Florida,Jacksonville,32222,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Florida,Miami,33135,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Indiana,Indianapolis,46217,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Kansas,Chanute,66720,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Maine,Buxton,04093-3014,1,1,1,0,0
Lead,CPPX,Fall 2017,Oct-16,Maine,North Waterboro,04061-4942,1,1,1,0,0
Lead,CPPX,Fall 2017,Oct-16,Maine,Perkins Twp,04294-2000,1,1,1,0,0
Lead,CPPX,Fall 2017,Oct-16,Maine,Portland,4103,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Maine,Waterford,4088,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Massachusetts,Ashburnham,01430-1657,1,1,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Massachusetts,Boston,2124,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Massachusetts,Charlton,1507,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Massachusetts,Melrose,2176,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Massachusetts,Newton,2458,1,1,1,1,1
Lead,CPPX,Fall 2017,Oct-16,Massachusetts,Saugus,1906,1,1,1,0,0
Lead,CPPX,Fall 2017,Oct-16,Massachusetts,Southwick,1077,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Massachusetts,Walpole,02081-1301,1,1,1,0,0
Lead,CPPX,Fall 2017,Oct-16,Massachusetts,West Roxbury,2132,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Massachusetts,Wilmington,1887,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Michigan,Copemish,49625,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Mississippi,Laurel,39440,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Nevada,Reno,89519,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,New Hampshire,Amherst,03031-3005,1,1,1,0,0
Lead,CPPX,Fall 2017,Oct-16,New Jersey,Dumont,7628,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,New Jersey,Hightstown,8520,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,New Jersey,Howell,7731,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,New Jersey,Oak Ridge,7438,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,New Mexico,Hobbs,88240,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,New York,East Meadow,11554,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,New York,Rochester,14625,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,North Carolina,Chocowinity,27817,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Ohio,Springfield,45503,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,South Carolina,Greenwood,29646,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,South Carolina,Myrtle Beach,29579,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,South Carolina,Spartanburg,29307,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Tennessee,Spring Hill,37174,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Utah,Springville,84663,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Vermont,Burlington,05408-5714,1,1,1,0,0
Lead,CPPX,Fall 2017,Oct-16,Vermont,Londonderry,5148,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Vermont,Middlebury,5753,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,West Virginia,West Union,26456,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Wisconsin,Milwaukee,53207,1,0,0,0,0
Lead,CPPX,Fall 2017,Oct-16,Wisconsin,Rice Lake,54868,1,0,0,0,0
Lead,CPPX,Fall 2017,Dec-16,Maine,Bath,4530,1,0,0,0,0
Lead,CPPX,Fall 2017,Dec-16,Massachusetts,Danvers,1923,1,0,0,0,0
Lead,CPPX,Fall 2017,Dec-16,Massachusetts,Wakefield,1880,1,0,0,0,0
Lead,CPPX,Fall 2017,Dec-16,Massachusetts,Westwood,2090,1,0,0,0,0
Lead,CPPX,Fall 2017,Dec-16,Massachusetts,Wrentham,02093-2505,1,1,1,0,0
Lead,CPPX,Fall 2017,Dec-16,New Hampshire,Milford,3055,1,0,0,0,0
Lead,CPPX,Fall 2017,Feb-17,Maine,Falmouth,04105-2530,1,0,0,0,0
Lead,CPPX,Fall 2017,Jun-17,Massachusetts,Wilmington,1887,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Alabama,Madison,35758,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Alabama,Mobile,36610,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Arizona,Phoenix,85042,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,California,Indio,92201,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,California,Los Angeles,90003,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,California,Paso Robles,93446,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,California,Rialto,92377,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Florida,Bryceville,32009,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Florida,Orange Park,32073,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Florida,Panama City,32401,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Georgia,Acworth,30101,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Georgia,Canton,30115,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Illinois,Braidwood,60408,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Illinois,Chicago,60655,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Maine,Bangor,4401,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Maine,Portland,04102-2234,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Oct-16,Massachusetts,Milton,2186,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Michigan,Allegan,49010,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Montana,Bozeman,59715,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Nebraska,Omaha,68130,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,New Hampshire,Manchester,03104-6459,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Oct-16,New Mexico,Dexter,88230,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,North Carolina,Winston Salem,27107,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Ohio,Twinsburg,44087,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Oklahoma,Altus,73521,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,South Carolina,Awendaw,29429,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,South Carolina,Orangeburg,29115,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Tennessee,Memphis,38116,2,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Texas,New Boston,75570,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-16,Utah,Ogden,84401,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,,4257,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Alfred,4002,2,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Augusta,4330,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Biddeford,4005,3,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Buxton,04093-6215,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Buxton,04093-6317,1,1,1,1,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Clinton,04927-3132,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Dexter,04930-2545,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Edgecomb,04556-3105,1,1,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Fairfield,4937,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Gorham,4038,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Gray,04039-5405,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Guilford,4443,2,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Houlton,4730,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Jay,04239-1730,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Madawaska,4756,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Mexico,04257-1805,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Milford,4461,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,North Waterboro,04061-4739,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Old Orchard Beach,4064,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Oxford,04270-2938,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Presque Isle,4769,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,South Paris,4281,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Standish,4084,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Standish,04084-6032,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Thomaston,04861-3106,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Topsham,4086,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Waterville,4901,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Wells,04090-6450,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Wells,04090-6807,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Dec-16,Maine,Windham,4062,2,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Andover,1810,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Beverly,1915,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Douglas,1516,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Hubbardston,1452,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Leicester,1524,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Leominster,1453,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Melrose,2176,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Mendon,1756,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Milford,1757,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,North Andover,1845,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,North Billerica,1862,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Reading,1867,2,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Rowley,1969,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,South Grafton,1560,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Stoneham,2180,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Stoneham,02180-1167,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Sutton,1590,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Townsend,1469,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Wenham,1984,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,Massachusetts,Whitinsville,1588,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Amherst,03031-1946,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Brookline,3033,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Dover,3820,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Dover,03820-2934,1,1,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Hancock,3449,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Londonderry,3053,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Manchester,3103,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Manchester,03109-5241,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Peterborough,3458,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Rochester,3839,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Rochester,3867,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Dec-16,New Hampshire,Somersworth,3878,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,,4268,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Bath,4530,2,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Belgrade,4917,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Bethel,4217,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Biddeford,04005-2230,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Bridgton,4009,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Buckfield,4220,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Caribou,04736-2410,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Falmouth,4105,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Fryeburg,04037-4000,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Gorham,04038-1622,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Gorham,04038-1809,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Gorham,04038-2189,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Jay,4239,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Kingfield,4947,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Lewiston,04240-4522,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Livermore,04253-4267,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Madison,4950,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Manchester,04351-3011,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Mapleton,4757,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Millinocket,04462-1436,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Naples,04055-5057,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Newport,4953,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Northport,04849-3459,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Oakland,4963,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Old Town,04468-1118,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Peru,4290,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Phippsburg,4562,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Pittsfield,04967-5735,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Portland,4102,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Portland,04102-1162,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Portland,04103-1606,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Portland,04103-5003,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Presque Isle,4769,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Rangeley,4970,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Rumford,4276,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Saco,4072,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Saint Albans,04971-7100,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Scarborough,04074-8663,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Scarborough,04074-9606,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Sebago,4029,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Standish,4084,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Steuben,04680-3303,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Stockton Springs,4981,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Westbrook,04092-2553,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Maine,Westbrook,04092-4636,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,Massachusetts,Amesbury,01913-3402,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Massachusetts,Ipswich,1938,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Atkinson,3811,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Bedford,3110,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Hollis,3049,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Hudson,3051,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Litchfield,03052-2474,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Londonderry,3053,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Londonderry,03053-3810,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Londonderry,03053-4009,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Manchester,3102,2,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Manchester,03102-4404,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Merrimack,3054,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Pelham,3076,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,New Hampshire,Wilton,3086,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-17,Vermont,Saint Johnsbury,5819,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Berwick,3901,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Bremen,04551-3260,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Brunswick,4011,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Cape Neddick,3902,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Caribou,4736,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Cutler,04626-3213,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Gardiner,4345,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Gorham,4038,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Gorham,04038-2327,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Greenville,04441-3203,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Houlton,4730,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Houlton,04730-3423,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Jay,4239,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Lebanon,04027-0263,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Livermore,4253,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Livermore,04253-0625,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Machias,4654,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,North Berwick,03906-6509,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Palermo,04354-7422,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Poland,04274-6312,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Saco,4072,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Saco,04072-2027,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Saco,04072-9615,1,1,1,1,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Scarborough,04074-9068,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Skowhegan,4976,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Strong,04983-3120,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Thorndike,04986-3311,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Windham,4062,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,Winterport,04496-0703,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Maine,York,3909,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Massachusetts,Boxford,1921,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Massachusetts,Cambridge,2140,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Massachusetts,Framingham,1701,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Massachusetts,Hopkinton,1748,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Massachusetts,Lowell,01850-1341,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Massachusetts,Marlborough,1752,2,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Massachusetts,Pepperell,1463,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Massachusetts,Sudbury,1776,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Massachusetts,Wakefield,01880-1719,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,Massachusetts,Woburn,1801,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Bedford,3110,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Chester,03036-4069,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Dover,3820,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Dover,03820-6246,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Durham,03824-3219,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Epping,3042,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Hampton Falls,3844,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Hollis,3049,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Hudson,03051-3419,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Manchester,3103,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Manchester,03109-5869,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Newmarket,3857,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Pelham,3076,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Seabrook,3874,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Stratham,03885-2489,1,1,0,0,0
Lead,CPPX,Fall 2018 ,Jun-17,New Hampshire,Windham,3087,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-17,Maine,Bangor,04401-2364,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Oct-17,Maine,Cherryfield,04622-4245,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Oct-17,Maine,Livermore Falls,04254-1306,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Oct-17,Maine,Livermore Falls,04254-4403,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Oct-17,Maine,Norway,4268,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Oct-17,Maine,Presque Isle,4769,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Oct-17,Massachusetts,Lexington,02421-6445,1,1,1,0,0
Lead,CPPX,Fall 2018 ,Feb-18,Connecticut,Middletown,6457,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-18,Connecticut,New Haven,6513,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-18,Maine,Carmel,04419-3313,1,1,1,1,1
Lead,CPPX,Fall 2018 ,Feb-18,Maine,Gardiner,4345,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-18,Maine,Norridgewock,4957,1,0,0,0,0
Lead,CPPX,Fall 2018 ,Feb-18,Massachusetts,Hudson,1749,1,0,0,0,0
